customer_uid,split,recency,history,history_log1p,mens,womens,newbie,bought_both,zip_code_Rural,zip_code_Suburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,treatment_arm,T,T_mens,T_womens,visit,conversion,spend
45,train,10.0,29.99,3.433664571799657,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
47,train,1.0,729.7,6.594002978797172,1,1,1,1,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
49,train,10.0,61.09,4.128584945376802,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
50,train,3.0,203.3,5.319589501823576,0,1,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
51,train,9.0,185.43,5.22805583350737,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
53,train,9.0,78.62,4.377265317572172,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
54,train,12.0,150.06,5.017677108885302,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
56,train,12.0,69.08,4.249637446628136,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
57,train,3.0,549.29,6.310445411994369,1,0,1,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
58,train,9.0,506.83,6.230146745902833,1,0,1,0,1,0,0,1,0,0,mens_email,1,1,0,0,0,0.0
59,train,3.0,143.93,4.976250867234425,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
60,train,10.0,115.4,4.757032535297338,1,0,0,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
61,train,2.0,96.91,4.5840486893659795,1,0,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
62,train,6.0,40.07,3.7152779279684673,1,0,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
63,train,11.0,417.21,6.035983698712472,0,1,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
64,train,9.0,61.57,4.136285930010272,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
66,train,1.0,259.91,5.564175520269783,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
67,train,11.0,53.81,4.003872659058025,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
68,train,9.0,154.15,5.044392390894389,0,1,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
71,train,10.0,31.12,3.469478889078561,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
72,train,2.0,428.74,6.0631803746495825,1,0,0,0,1,0,0,0,1,0,mens_email,1,1,0,0,0,0.0
73,train,7.0,612.28,6.418821601632245,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
75,train,1.0,640.58,6.463933883996621,0,1,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
77,train,7.0,84.49,4.448399410038142,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
79,train,2.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
80,train,7.0,272.32,5.610643269912577,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
81,train,2.0,95.33,4.567779796769532,0,1,0,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
82,train,5.0,494.26,6.20508287719712,1,1,1,1,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
83,train,2.0,809.07,6.697120663685599,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
84,train,1.0,80.42,4.399620943074833,0,1,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
87,train,6.0,165.77,5.116615617633488,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,1,0,0.0
88,train,3.0,101.61,4.630935393874117,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
89,train,8.0,52.64,3.9822950584134778,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
90,train,6.0,466.29,6.146950049948197,1,0,1,0,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
91,train,3.0,100.85,4.623501142672815,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
92,train,3.0,1397.57,7.243205565018261,1,0,1,0,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
93,train,2.0,770.58,6.648440360529752,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
94,train,3.0,1973.87,7.588257852383998,1,0,1,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
95,train,3.0,133.51,4.90163854572049,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
96,train,8.0,31.52,3.48185528467961,0,1,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
97,train,1.0,47.44,3.8803259186848913,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
99,train,11.0,215.46,5.377405772867,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
102,train,8.0,66.14,4.206779991551889,1,0,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
103,train,8.0,98.56,4.600760477499391,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
104,train,6.0,129.14,4.8686107940668375,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
105,train,2.0,493.17,6.202879587543584,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
106,train,11.0,146.04,4.990704658607377,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
108,train,2.0,66.6,4.213607983048918,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
109,train,12.0,129.73,4.873134127573769,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
110,train,4.0,54.41,4.014760082879258,0,1,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
111,train,9.0,1172.42,7.067677840832613,1,1,1,1,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
112,train,5.0,244.34,5.502645003604606,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
113,train,2.0,287.04,5.663099359380666,1,1,1,1,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
115,train,9.0,151.01,5.023946308155928,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
116,train,11.0,35.43,3.5953926110204724,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
117,train,5.0,84.17,4.44464925915299,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
118,train,3.0,313.6,5.751301990624177,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
119,train,1.0,117.27,4.772970146263026,0,1,0,0,1,0,0,0,1,0,mens_email,1,1,0,0,0,0.0
120,train,5.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
121,train,3.0,1167.93,7.063844079439654,1,1,1,1,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
122,train,3.0,683.2,6.528250272543504,1,1,1,1,1,0,0,1,0,0,control,0,0,0,0,0,0.0
123,train,1.0,110.07,4.7101606331790284,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
124,train,1.0,102.94,4.643813809580296,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
125,train,2.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
128,train,11.0,316.23,5.759627062842112,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
130,train,9.0,329.96,5.801997522153156,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
131,train,7.0,185.73,5.229663723230988,1,0,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
133,train,1.0,616.73,6.426051468788165,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
135,train,3.0,249.71,5.524296892681455,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
136,train,2.0,46.09,3.8520606642554633,0,1,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
137,train,8.0,48.87,3.9094196195580313,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
139,train,4.0,270.24,5.603004037815642,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
140,train,9.0,228.8,5.437209365414655,1,0,0,0,0,1,0,1,0,0,mens_email,1,1,0,1,0,0.0
144,train,12.0,87.62,4.484357565771344,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
145,train,3.0,29.99,3.433664571799657,1,0,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
146,train,3.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
147,train,7.0,59.96,4.110217911378391,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
148,train,7.0,78.49,4.375631227585021,0,1,0,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
149,train,2.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
150,train,7.0,206.8,5.336576078665127,1,0,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
151,train,7.0,229.53,5.4403810058115045,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,1,0,0.0
152,train,1.0,439.93,6.088886132689151,1,1,1,1,1,0,0,1,0,0,control,0,0,0,0,0,0.0
153,train,10.0,313.67,5.751524470641622,1,0,1,0,1,0,0,0,1,0,womens_email,1,0,1,1,0,0.0
154,train,7.0,29.99,3.433664571799657,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
155,train,3.0,57.33,4.066116540765546,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
157,train,5.0,29.99,3.433664571799657,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,1,0,0.0
158,train,9.0,274.29,5.617825087478658,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
159,train,1.0,293.37,5.684837479488428,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
160,train,12.0,29.99,3.433664571799657,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
161,train,1.0,407.09,6.011487738313448,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
162,train,1.0,142.4,4.96563792816552,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
164,train,12.0,284.54,5.654382124361074,1,1,0,1,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
165,train,2.0,60.2,4.11414718951828,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
167,train,7.0,29.99,3.433664571799657,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
168,train,1.0,747.31,6.617817330621235,0,1,1,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
171,train,11.0,54.11,4.009331187895144,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
172,train,1.0,790.36,6.673752984333051,1,1,1,1,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
173,train,4.0,36.49,3.6240742307478206,1,0,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
174,train,12.0,271.89,5.609068783583762,1,0,0,0,1,0,0,0,0,1,mens_email,1,1,0,0,0,0.0
175,train,5.0,399.46,5.992613886364503,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
179,train,2.0,29.99,3.433664571799657,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
180,train,4.0,292.61,5.682252356105838,1,0,0,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
181,train,2.0,576.02,6.357876927952446,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
182,train,6.0,29.99,3.433664571799657,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
183,train,9.0,116.3,4.76473475565943,1,0,1,0,1,0,0,0,0,1,mens_email,1,1,0,1,0,0.0
185,train,3.0,29.99,3.433664571799657,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
186,train,7.0,968.65,6.87693518164225,1,1,1,1,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
187,train,7.0,39.78,3.708191765146309,0,1,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
188,train,9.0,311.81,5.745595977469612,1,0,0,0,0,0,1,1,0,0,womens_email,1,0,1,1,0,0.0
190,train,4.0,69.08,4.249637446628136,0,1,0,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
191,train,12.0,80.56,4.401338945706255,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
192,train,1.0,301.19,5.711055958622699,1,0,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
193,train,10.0,307.64,5.732175549157419,0,1,0,0,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
194,train,7.0,481.56,6.179105265379537,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
195,train,10.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
196,train,1.0,895.43,6.798420208568899,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
198,train,10.0,36.28,3.6184569898173904,1,0,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
199,train,4.0,413.46,6.026976468109342,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
200,train,7.0,32.42,3.509154523167248,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
201,train,10.0,170.32,5.14353315274717,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
203,train,11.0,223.39,5.413385609375712,1,0,1,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
204,train,1.0,506.51,6.22951641515531,1,0,1,0,0,0,1,1,0,0,control,0,0,0,0,0,0.0
205,train,8.0,575.62,6.357183470693631,1,1,1,1,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
206,train,3.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
207,train,2.0,145.76,4.988798599487081,0,1,1,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
208,train,1.0,29.99,3.433664571799657,1,0,1,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
209,train,8.0,428.0,6.061456918928017,1,0,1,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
211,train,8.0,171.88,5.152597712198631,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
212,train,4.0,370.86,5.918517439351917,0,1,0,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
213,train,8.0,138.62,4.938924446542256,0,1,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
214,train,7.0,29.99,3.433664571799657,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
215,train,1.0,209.98,5.351763342253663,1,0,0,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
216,train,3.0,166.0,5.117993812416755,0,1,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
218,train,8.0,336.76,5.822335584100011,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
221,train,4.0,52.12,3.9725535051681784,1,0,0,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
222,train,7.0,406.7,6.0105316098252075,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
223,train,6.0,277.81,5.630530546248866,1,0,1,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
224,train,1.0,181.98,5.209376857251389,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
227,train,5.0,439.26,6.087365461485185,1,0,0,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
228,train,8.0,64.16,4.176845783733844,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
230,train,6.0,29.99,3.433664571799657,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
231,train,2.0,591.95,6.385110078410804,0,1,1,0,0,0,1,1,0,0,womens_email,1,0,1,0,0,0.0
232,train,8.0,130.31,4.877560939870913,1,0,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
233,train,3.0,65.26,4.1935863968717495,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,1,0,0.0
235,train,4.0,225.89,5.424465318536048,1,1,1,1,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
236,train,2.0,115.56,4.758406161886949,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
237,train,8.0,104.94,4.66287289611638,0,1,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
238,train,7.0,69.44,4.254761283628006,1,0,0,0,1,0,0,0,0,1,mens_email,1,1,0,1,0,0.0
239,train,10.0,47.47,3.8809450498572846,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
240,train,1.0,215.08,5.37564870948436,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
243,train,5.0,354.03,5.872202292947151,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
244,train,10.0,151.43,5.026705474273751,1,0,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
245,train,11.0,120.14,4.7969469015528015,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
247,train,5.0,290.86,5.6762742352396,1,0,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
248,train,4.0,87.2,4.4796069630127455,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,1,0,0.0
250,train,10.0,55.11,4.0273140497628805,1,0,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
251,train,1.0,513.83,6.2438367490823214,0,1,1,0,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
253,train,1.0,33.5,3.5409593240373143,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
254,train,2.0,56.25,4.047427642434349,1,0,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
255,train,2.0,1093.92,6.998436580220906,1,1,1,1,0,1,0,0,0,1,control,0,0,0,0,0,0.0
256,train,1.0,752.8,6.625127080833035,1,1,1,1,0,0,1,0,1,0,control,0,0,0,0,0,0.0
257,train,2.0,199.95,5.30305612089521,1,0,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
258,train,9.0,239.91,5.484423419759683,0,1,0,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
260,train,2.0,418.81,6.0398022279699,0,1,0,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
261,train,9.0,318.52,5.766819869667505,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
262,train,1.0,109.26,4.702841213161538,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
263,train,3.0,67.4,4.225372824628505,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
264,train,9.0,135.02,4.912801933747493,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
266,train,3.0,55.34,4.0314047624482265,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
267,train,4.0,297.8,5.699774453258662,1,1,0,1,0,0,1,0,1,0,womens_email,1,0,1,1,1,264.66
268,train,4.0,146.49,4.993760376871411,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
269,train,7.0,329.26,5.799880223034842,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
270,train,1.0,29.99,3.433664571799657,1,0,1,0,1,0,0,0,1,0,mens_email,1,1,0,0,0,0.0
273,train,1.0,307.58,5.73198112901488,1,0,0,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
275,train,6.0,464.17,6.142402930172954,0,1,0,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
277,train,2.0,435.33,6.0783988377932054,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
278,train,10.0,375.9,5.93197990027309,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
279,train,9.0,29.99,3.433664571799657,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
280,train,9.0,220.51,5.4004677351929695,1,0,0,0,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
281,train,5.0,180.28,5.200042797279696,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
282,train,6.0,78.69,4.378144107409657,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
283,train,2.0,350.48,5.862152810627642,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
284,train,3.0,376.14,5.932616471298776,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
285,train,1.0,179.63,5.196450740144466,1,0,0,0,0,1,0,0,1,0,mens_email,1,1,0,1,0,0.0
286,train,6.0,164.51,5.109031615952449,1,0,0,0,0,1,0,0,1,0,womens_email,1,0,1,1,0,0.0
287,train,8.0,59.76,4.106931677727572,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
288,train,11.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
290,train,1.0,143.0,4.969813299576001,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
291,train,4.0,320.17,5.771970577959644,0,1,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
292,train,1.0,103.07,4.6450637496497675,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
293,train,10.0,35.84,3.6065842113871063,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
294,train,3.0,190.66,5.255722968915616,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
295,train,2.0,90.91,4.5208098373700185,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
296,train,5.0,215.03,5.375417286928885,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
297,train,1.0,856.4,6.753904554163877,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
299,train,10.0,245.09,5.505697322682768,1,0,0,0,0,0,1,1,0,0,control,0,0,0,0,0,0.0
300,train,6.0,127.2,4.853591544486569,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
